id	tweetString	tweetWordArray	taggedLanguages
1004	@IsaacCali96 @brissamayen @sanluispotoyees Si no t aguantas pa k abres la boca? *SinAlbur Lol no metas la cuchara donde no t importa SIMPLE.	@IsaacCali96 @brissamayen @sanluispotoyees Si no t aguantas pa k abres la boca ? * SinAlbur Lol no metas la cuchara donde no t importa SIMPLE . 	other other other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other other ne lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other 
1005	@sanluispotoyees @brissamayen Fuck A Limo! Al estilo de mi Durango mejor ckn Una Cabalgata de la iglesia hasta llegar al salon;D	@sanluispotoyees @brissamayen Fuck A Limo ! Al estilo de mi Durango mejor ckn Una Cabalgata de la iglesia hasta llegar al salon ;D 	other other lang1 lang1 lang1 other lang2 lang2 lang2 lang2 ne lang2 ambiguous lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other 
1006	@ibrandx_ wow that was long!!! Once I get a place of my own I want to get a sun conure again, chico died just when he was learning to talk:/	@ibrandx_ wow that was long !!! Once I get a place of my own I want to get a sun conure again , chico died just when he was learning to talk :/ 	other lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
1007	@sanluispotoyees gayyyy lol jk fucking annoying I swear but mensaaaa lol	@sanluispotoyees gayyyy lol jk fucking annoying I swear but mensaaaa lol 	other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang1 
1008	@sanluispotoyees asi es el macho lol	@sanluispotoyees asi es el macho lol 	other lang2 lang2 lang2 lang2 lang1 
1009	@ibrandx_ awww:( I had one too! His name was chico cause he was so tiny when we got him but unfortunately he died as well:(	@ibrandx_ awww :( I had one too ! His name was chico cause he was so tiny when we got him but unfortunately he died as well :( 	other other other lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
1010	Cuatro Espadas - Chalino Sanchez That Song be On Point #Chalino #AyDolor #MalAgradesida #AlcavoQueNiQueria #IndiaPerra	Cuatro Espadas - Chalino Sanchez That Song be On Point #Chalino #AyDolor #MalAgradesida #AlcavoQueNiQueria #IndiaPerra 	lang2 lang2 other ne ne lang1 lang1 lang1 lang1 lang1 ne lang2 lang2 lang2 ne 
1011	Damnnn okeiii I just wanted to eat:( pos ya que a cosinar se a dichooooo *Starts Making Sandwich Till Mom Gets Here* :( #Hungryyy #CookForMe	Damnnn okeiii I just wanted to eat :( pos ya que a cosinar se a dichooooo * Starts Making Sandwich Till Mom Gets Here * :( #Hungryyy #CookForMe 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 other other lang1 lang1 
1012	Ay weyyyyy mi ma me regaño... *walks away in shame:(* She said "Ay Tu! Pos kien te crees? ni k pagares biles! Hazte algo tu o esperate!!"	Ay weyyyyy mi ma me regaño ... * walks away in shame :( * She said " Ay Tu ! Pos kien te crees ? ni k pagares biles ! Hazte algo tu o esperate !! " 	lang2 lang2 lang2 lang2 lang2 lang2 other other lang1 lang1 lang1 lang1 other other lang1 lang1 other lang2 lang2 other lang2 lang2 lang2 lang2 other lang2 lang2 lang2 lang2 other lang2 lang2 lang2 lang2 lang2 other other 
1013	Yo! Where the fuck my mom at? Traigo Hambre y Ella de callejera No! No! No! No!!! Yo quiero Breakfast k se venga Home NOW!!! *Calling Her*..	Yo ! Where the fuck my mom at ? Traigo Hambre y Ella de callejera No ! No ! No ! No !!! Yo quiero Breakfast k se venga Home NOW !!! * Calling Her * .. 	lang1 other lang1 lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang2 other lang1 other lang2 other lang2 lang2 lang1 ambiguous lang2 lang2 lang1 lang1 other other lang1 lang1 other other 
1014	@elizaaaabethhh_ I know I heard lmao andaba bien pinche crudo ese dia! So much k I fuckin spent my entire day in my room that day lol /.^	@elizaaaabethhh_ I know I heard lmao andaba bien pinche crudo ese dia ! So much k I fuckin spent my entire day in my room that day lol / . ^ 	other lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 other lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other other other 
1015	@Yessy1584G A little advice, y ojala no lo tomes en mal cause I mean no harm, Get 2 know a person b4 u start believing in them, move slow:)	@Yessy1584G A little advice , y ojala no lo tomes en mal cause I mean no harm , Get 2 know a person b4 u start believing in them , move slow :) 	other lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 other lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 other 
1016	@Yessy1584G it all depends on what kind of ppl you surround urself w/ no todos los hombres mentimos.. at least I certainly don't :)	@Yessy1584G it all depends on what kind of ppl you surround urself w/ no todos los hombres mentimos .. at least I certainly do n't :) 	other lang1 lang1 lang1 lang1 lang1 lang1 lang1 ambiguous lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 other 
1017	@aldoatardecer Me traes 2 tacos d al pastor y 2 d fajita. sin frijoles puro arroz! Ah y una espray! SinHielo lol jk GoodLuck on TheVid Bro!!	@aldoatardecer Me traes 2 tacos d al pastor y 2 d fajita . sin frijoles puro arroz ! Ah y una espray ! SinHielo lol jk GoodLuck on TheVid Bro !! 	other lang2 lang2 other lang2 lang2 lang2 lang2 lang2 other lang2 lang2 other lang2 lang2 lang2 lang2 other lang2 lang2 lang2 lang2 other lang2 lang1 lang2 lang1 lang1 ne lang1 other 
1018	@OjitossVerdess_ eske cuando uno ama a su novia es bien overprotective y le dan celos y pos ya vez!.. yo soy igual con mi novia lol /.-	@OjitossVerdess_ eske cuando uno ama a su novia es bien overprotective y le dan celos y pos ya vez !.. yo soy igual con mi novia lol / . - 	other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang2 lang2 lang2 lang2 lang2 lang2 lang1 other other other 
1019	@sanluispotoyees mira pinche guacha hija de mi pinche suegraaaa bajale a tu tono o te doy tu chupon pa que le bajes (; LMFAO JK Baeee hahaha	@sanluispotoyees mira pinche guacha hija de mi pinche suegraaaa bajale a tu tono o te doy tu chupon pa que le bajes (; LMFAO JK Baeee hahaha 	other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang1 ne other lang1 
1020	@kimmylove__ tu si sabes!!! Lol	@kimmylove__ tu si sabes !!! Lol 	other lang2 lang2 lang2 other lang1 
1021	@sanluispotoyees no wonder your failing English /.- *FAAAAAIIIIIIILLLLLLLL* *Cabron	@sanluispotoyees no wonder your failing English / . - * FAAAAAIIIIIIILLLLLLLL * * Cabron 	other lang1 lang1 lang1 lang1 lang1 other other other other lang1 other other lang2 
1022	@Audreyy_torres eske I hardly ever get on FB anymore! I'm mainly on Twitter now!	@Audreyy_torres eske I hardly ever get on FB anymore ! I 'm mainly on Twitter now ! 	other lang2 lang1 lang1 lang1 lang1 lang1 ne lang1 other lang1 lang1 lang1 lang1 ne lang1 other 
1023	I feel like going to the gym y cuando quiero ir no tengo ni mi pase ni mi troca! Putamadreeeee #ALaMayeee #ChingueA20 #ValiendoMaizzz	I feel like going to the gym y cuando quiero ir no tengo ni mi pase ni mi troca ! Putamadreeeee #ALaMayeee #ChingueA20 #ValiendoMaizzz 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang2 lang2 ne ne 
1024	As Coach G'Rod would say "Mexico Lleva A Tu Gente!!!" #ImSayin #IJustCant #JeezuhsssIsTestinMe #LordSaveThyHoe	As Coach G 'Rod would say " Mexico Lleva A Tu Gente !!! " #ImSayin #IJustCant #JeezuhsssIsTestinMe #LordSaveThyHoe 	lang1 lang1 ne ne lang1 lang1 other ne lang2 lang2 lang2 lang2 other other lang1 lang1 lang1 lang1 
1025	@elizaaaabethhh_ @CiinthiiaRm Yesss!!! Ahhh Now I Wanna BBQ @ the lake.. #TooCold #MejorNo #FakkkIt lol	@elizaaaabethhh_ @CiinthiiaRm Yesss !!! Ahhh Now I Wanna BBQ @ the lake .. #TooCold #MejorNo #FakkkIt lol 	other other lang1 other lang1 lang1 lang1 lang1 ne other lang1 lang1 other lang1 lang2 lang1 lang1 
1026	@CiinthiiaRm @elizaaaabethhh_ lol they would be playing Boliche super intense or soccer pa ver kien compraba las cocas nxt time lol	@CiinthiiaRm @elizaaaabethhh_ lol they would be playing Boliche super intense or soccer pa ver kien compraba las cocas nxt time lol 	other other lang1 lang1 lang1 lang1 lang1 lang2 ambiguous lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang1 lang1 
1027	@elizaaaabethhh_ @CiinthiiaRm or me lmao	@elizaaaabethhh_ @CiinthiiaRm or me lmao 	other other lang1 lang2 lang1 
1028	@_shedopeee lmao no le entendiste xD te kieren a ti lol	@_shedopeee lmao no le entendiste xD te kieren a ti lol 	other lang1 lang2 lang2 lang2 other lang2 lang2 lang2 lang2 lang1 
1029	@EricaYolli consejos! Lol	@EricaYolli consejos ! Lol 	other lang2 other lang1 
1030	@_shedopeee Eske kieren carne mexicana lmfao hahaha jk	@_shedopeee Eske kieren carne mexicana lmfao hahaha jk 	other lang2 lang2 lang2 lang2 lang1 lang2 other 
1031	@_shedopeee lmfao suel e suceder hahaha	@_shedopeee lmfao suel e suceder hahaha 	other lang1 lang2 lang2 lang2 lang1 
1032	@CiinthiiaRm @elizaaaabethhh_ yes y luego nos isimos viejos y cada kien por su camino!.. I miss the bbq's=]	@CiinthiiaRm @elizaaaabethhh_ yes y luego nos isimos viejos y cada kien por su camino !.. I miss the bbq 's=] 	other other lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 ne other 
1033	@EricaYolli ya tas peda lmao	@EricaYolli ya tas peda lmao 	other lang2 lang2 lang2 lang1 
1034	@EricaYolli Yo nomas la muerdo suavesito y con cariño! ;D lol	@EricaYolli Yo nomas la muerdo suavesito y con cariño ! ;D lol 	other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other other lang1 
1035	@EricaYolli yo vampiro? NOOO!!! Si yo no muerdo Hehe	@EricaYolli yo vampiro ? NOOO !!! Si yo no muerdo Hehe 	other lang2 lang2 other lang2 other lang2 lang2 lang2 lang2 lang1 
1036	@elizaaaabethhh_ UH OHHH!!! WHAT YOU JUST SAID!!!! /(0.0)\ WE'RE GETTING OLDDDD!!!! WOW!!! Ya empezamos con our Back In Our Days... lol	@elizaaaabethhh_ UH OHHH !!! WHAT YOU JUST SAID !!!! / (0.0) \ WE 'RE GETTING OLDDDD !!!! WOW !!! Ya empezamos con our Back In Our Days ... lol 	other other other other lang1 lang1 lang1 lang1 other other other other lang1 lang1 lang1 other other lang1 other lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 other lang1 
1037	@EricaYolli lol Algo asi! Esque yo soy de amanesidas!!! #Nocturnal #NightLife #MoreFun	@EricaYolli lol Algo asi ! Esque yo soy de amanesidas !!! #Nocturnal #NightLife #MoreFun 	other lang1 lang2 lang2 other lang2 lang2 lang2 lang2 lang2 other ne lang1 lang1 
1038	@elizaaaabethhh_ oy nomas lol lyin ass nigga hehe jk	@elizaaaabethhh_ oy nomas lol lyin ass nigga hehe jk 	other lang2 lang2 lang1 lang1 lang1 lang1 lang1 ne 
1039	@elizaaaabethhh_ muahahahaaaaa lol Nomas Pikitooo dicen los gringos jijiji	@elizaaaabethhh_ muahahahaaaaa lol Nomas Pikitooo dicen los gringos jijiji 	other lang2 lang1 lang2 lang2 lang2 lang2 lang2 lang2 
1040	@elizaaaabethhh_ aki no ayaaaa lol	@elizaaaabethhh_ aki no ayaaaa lol 	other lang2 lang2 lang2 lang1 
1041	@elizaaaabethhh_ nahhh yo soy de rencores lol if you fuck me over I'm keeping track of that shit and holding it against you lol	@elizaaaabethhh_ nahhh yo soy de rencores lol if you fuck me over I 'm keeping track of that shit and holding it against you lol 	other lang2 lang2 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ne 
1042	@elizaaaabethhh_ no seas amargadaaaa!!! Lol xD That would be fun too:)	@elizaaaabethhh_ no seas amargadaaaa !!! Lol xD That would be fun too :) 	other lang2 lang2 lang2 other lang1 other lang1 lang1 lang1 lang1 lang1 other 
1043	@elizaaaabethhh_ lol no pos quien sabe! Pero eso si nomas hay 3 personas k me caen mal so ni les hablo! Lol	@elizaaaabethhh_ lol no pos quien sabe ! Pero eso si nomas hay 3 personas k me caen mal so ni les hablo ! Lol 	other lang1 lang2 lang2 lang2 lang2 other lang2 lang2 lang2 lang2 lang2 other lang2 lang2 lang2 lang2 lang2 lang1 lang2 lang2 lang2 other lang1 
1044	@elizaaaabethhh_ true :( vamonos al FarWeezy (; lol jk	@elizaaaabethhh_ true :( vamonos al FarWeezy (; lol jk 	other lang1 other lang2 lang2 lang1 other lang1 other 
1045	@elizaaaabethhh_ quien la quiera! Y el que no pues se chingo porque yo al ser despreciado los mando a la beisss para siempre ;D y nimodo lol	@elizaaaabethhh_ quien la quiera ! Y el que no pues se chingo porque yo al ser despreciado los mando a la beisss para siempre ;D y nimodo lol 	other lang2 lang2 lang2 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang2 lang2 lang1 
1046	@elizaaaabethhh_ pero fakk emmm no son shiettt los demas a toda madre!!! Well at least in my fam lol pero you know idgaf yo le doy mi mano a	@elizaaaabethhh_ pero fakk emmm no son shiettt los demas a toda madre !!! Well at least in my fam lol pero you know idgaf yo le doy mi mano a 	other lang2 lang1 other lang2 lang2 lang1 lang2 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 other lang2 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 
1047	@sflowerssss hotbox	@sflowerssss hotbox 	lang2 lang2 
1048	@yungcutup @ServeChubbs #veyemuchoalaverga	@yungcutup @ServeChubbs #veyemuchoalaverga 	lang2 lang2 lang2 
1049	I wanna get fried and eat tacos in tj #goals	I wanna get fried and eat tacos in tj #goals 	lang2 lang2 lang2 lang2 other other lang2 lang2 lang2 lang2 
1050	@yungcutup @ServeChubbs no me Andes chingando con tus videos babosos pinche viejo mañoso mamon	@yungcutup @ServeChubbs no me Andes chingando con tus videos babosos pinche viejo mañoso mamon 	lang2 lang2 other lang2 lang2 other lang2 lang2 other lang2 lang2 lang2 lang2 lang2 
1051	@ur_bootay andas de dieta ?	@ur_bootay andas de dieta ? 	other lang2 lang2 lang2 other 
1052	@Milyl15 toda la mota que fumas lol	@Milyl15 toda la mota que fumas lol 	other lang2 lang2 lang2 lang2 lang2 lang2 
1053	@choklatechipchk de donde ?	@choklatechipchk de donde ? 	other lang2 lang2 other 
1054	Frijoles chinos con huevos y jamon y tortillas hecho a mano	Frijoles chinos con huevos y jamon y tortillas hecho a mano 	lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 
1055	@Izzy_teee como que no lol	@Izzy_teee como que no lol 	other lang2 lang2 lang2 other 
1056	@_Vibianaaa23 la hambre mata	@_Vibianaaa23 la hambre mata 	other lang2 lang2 lang2 
1057	Ahora no me quieres me importa bien poquito que anden con cuidado por que yo soy maldito	Ahora no me quieres me importa bien poquito que anden con cuidado por que yo soy maldito 	lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 
1058	Si digo que es mía es pa quitarle el hipo al vato presumido que tría de noviecito	Si digo que es mía es pa quitarle el hipo al vato presumido que tría de noviecito 	lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 
1059	@LuuFive tu que tienes ?	@LuuFive tu que tienes ? 	other lang2 lang2 lang2 other 
1060	@Yaritzaa__ en trabajo peligroso es effectivo !!!	@Yaritzaa__ en trabajo peligroso es effectivo !!! 	other lang2 lang2 lang2 lang2 lang2 other 
1061	@_itskayyyyy eres hombre ? #nosenoto	@_itskayyyyy eres hombre ? #nosenoto 	other lang2 lang2 other lang2 
1062	@Yaritzaa__ eses mi rolla !! Lol	@Yaritzaa__ eses mi rolla !! Lol 	other lang2 lang2 lang2 other lang2 
1063	Ni me aguito el gran jefe sera libre otra vez	Ni me aguito el gran jefe sera libre otra vez 	lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 
1064	La hambre que tengo :(	La hambre que tengo :( 	lang2 lang2 lang2 lang2 other 
1065	Como hay gente pendeja en este mundo	Como hay gente pendeja en este mundo 	lang2 lang2 lang2 lang2 lang2 lang2 lang2 
1066	@_steffers24 ya te tiene bolando lol	@_steffers24 ya te tiene bolando lol 	other lang2 lang2 lang2 lang2 lang2 
1067	@Milyl15 yo puedo fumar y comer como si fur mi jale !!! #grifomelarifo	@Milyl15 yo puedo fumar y comer como si fur mi jale !!! #grifomelarifo 	other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang2 
1068	El trabajo es duro y peligroso y esta lleno de envidiosos por eso ando con cuidado	El trabajo es duro y peligroso y esta lleno de envidiosos por eso ando con cuidado 	lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 
1069	@beckieamore uoeno #lahambremata	@beckieamore uoeno #lahambremata 	other other lang2 
1070	Putas pinches fallas contigo	Putas pinches fallas contigo 	lang2 lang2 lang2 lang2 
1071	Pinche gente babosa	Pinche gente babosa 	lang2 lang2 lang2 
1072	Pinche caro ala verga	Pinche caro ala verga 	lang2 lang2 lang2 lang2 
1073	Tumbalo tumbalo !!!	Tumbalo tumbalo !!! 	lang2 lang2 other 
1074	@_steffers24 enserio	@_steffers24 enserio 	other lang2 
1075	@kayytee_14 es la kush	@kayytee_14 es la kush 	other lang2 lang2 lang2 
1076	@ServeChubbs pinche cagon ya para y acaba guey	@ServeChubbs pinche cagon ya para y acaba guey 	other lang2 lang2 lang2 lang2 lang2 lang2 lang2 
1077	@ServeChubbs no andes con tus mamadas guey ya mochale !!!	@ServeChubbs no andes con tus mamadas guey ya mochale !!! 	other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other 
1078	No trabajar aquí !!	No trabajar aquí !! 	lang2 lang2 lang2 other 
1079	Y que quede buen claro que soy Michoacáno y orgulloso de eso !	Y que quede buen claro que soy Michoacáno y orgulloso de eso ! 	lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other 
1080	No llores guey!!!	No llores guey !!! 	lang2 lang2 lang2 other 
1081	Creo que aguanto hasta el fin del año	Creo que aguanto hasta el fin del año 	lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 
1082	Been barbón desde noviembre	Been barbón desde noviembre 	lang2 lang2 lang2 lang2 
1083	Hasta mas contento siento	Hasta mas contento siento 	lang2 lang2 lang2 lang2 
1084	Pinche gente babosa	Pinche gente babosa 	lang2 lang2 lang2 
1085	@9194thekaleighs @BryBeats chinga tu madre mas mejor no ?	@9194thekaleighs @BryBeats chinga tu madre mas mejor no ? 	other other lang2 lang2 lang2 lang2 lang2 lang2 other 
1086	@Mattkalil no pos tas cabron guey !	@Mattkalil no pos tas cabron guey ! 	other lang2 lang2 lang2 lang2 lang2 other 
